,imdbid,genre,rating,country,language,runtime,release_date,certificate
335,tt10081202,Drama,7.3/10,India,Telugu,133 min,8 October 2019,"
 See all certifications »
            "
336,tt9537270,Comedy,7.1/10,South Korea,Korean,,8 February 2019,"
 See all certifications »
            "
337,tt10474124,Drama,7.6/10,South Korea,Korean,,22 July 2019,"
 See all certifications »
            "
338,tt10559276,Comedy,8.1/10,South Korea,Korean,,9 August 2019,"
 See all certifications »
            "
339,tt10192474,Drama,7.7/10,South Korea,Korean,,27 May 2019,
340,tt9466968,Comedy,8.1/10,South Korea,Korean,,11 February 2019,
341,tt10614024,Comedy,6.5/10,South Korea,Korean,,16 September 2019,"
 See all certifications »
            "
342,tt9863724,Drama,8.2/10,South Korea,Korean,,5 April 2019,"
 See all certifications »
            "
343,tt4247004,Short,,UK,English,,July 2015,
344,tt8509922,Comedy,7.6/10,USA,English,,22 November 2019,15
345,tt10060094,Adventure,5.5/10,USA,English,92 min,21 November 2019,12
346,tt8403570,Horror,6.4/10,France,French,,21 November 2019,15
347,tt10883004,Documentary,6.7/10,USA,English,86 min,20 November 2019,15
348,tt11162992,Documentary,7.1/10,Mexico,Spanish,28 min,20 November 2019,U
349,tt9742362,Biography,8.5/10,India,Telugu,131 min,21 June 2019,"
 See all certifications »
            "
350,tt11163008,Comedy,6.4/10,USA,English,78 min,19 November 2019,15
351,tt8178486,Crime,5.9/10,UK,English,107 min,15 November 2019,15
352,tt4729430,Animation,8.2/10,Spain,English,96 min,15 November 2019,PG
353,tt10638296,Action,6.4/10,India,Telugu,146 min,2 August 2019,"
 See all certifications »
            "
354,tt10577906,Documentary,6.9/10,Colombia,English,73 min,27 June 2019,"
 See all certifications »
            "
355,tt6286390,Drama,6.8/10,Taiwan,Mandarin,,21 July 2002,
356,tt10738914,Biography,3.5/10,Brazil,Portuguese,96 min,15 August 2019,15
357,tt9310400,Adventure,6.3/10,Thailand,Thai,,15 November 2019,15
358,tt11108064,Comedy,5.8/10,USA,English,58 min,12 November 2019,15
359,tt10265158,Comedy,7.9/10,China,Mandarin,,10 April 2019,"
 See all certifications »
            "
360,tt4477536,Drama,4.5/10,USA,English,105 min,9 February 2018,18
361,tt1950235,Comedy,5.8/10,USA,English,92 min,8 November 2019,12
362,tt7511008,Action,4.5/10,France,Thai,93 min,8 November 2019,15
363,tt11168100,Comedy,7.5/10,USA,English,61 min,5 November 2019,15
364,tt5649108,Crime,6.7/10,USA,English,92 min,6 April 2018,15
365,tt6821044,Biography,7.9/10,USA,English,,30 June 2019,"
 See all certifications »
            "
366,tt11165002,Documentary,7.6/10,USA,English,,4 November 2019,15
367,tt10370116,Drama,8.6/10,India,Tamil,120 min,20 September 2019,"
 See all certifications »
            "
368,tt11127056,Documentary,7.4/10,USA,English,39 min,1 November 2019,15
369,tt9664078,Drama,5.6/10,USA,English,90 min,1 November 2019,15
370,tt9165808,Comedy,,Nigeria,English,25 min,17 January 2019,
371,tt7984766,Biography,7.2/10,UK,English,140 min,1 November 2019,15
372,tt9646240,Comedy,6.3/10,Italy,Italian,107 min,1 November 2019,15
373,tt10971532,Reality-TV,8.3/10,USA,English,,1 November 2019,"
 See all certifications »
            "
374,tt8575476,Drama,6.3/10,Spain,Spanish,,1 November 2019,15
375,tt10895588,Action,5.3/10,Taiwan,Chinese,,31 October 2019,18
376,tt5768840,Comedy,7.6/10,South Korea,Korean,,11 July 2016,"
 See all certifications »
            "
377,tt5994346,Fantasy,7.4/10,South Korea,Korean,,3 February 2017,"
 See all certifications »
            "
378,tt9665400,Drama,7.4/10,India,Tamil,135 min,19 April 2019,"
 See all certifications »
            "
379,tt8586662,Drama,8.6/10,,Bulgarian,,11 March 2019,
380,tt8689470,Documentary,7.6/10,USA,English,,17 July 2018,"
 See all certifications »
            "
381,tt9195844,Documentary,6.6/10,UK,Japanese,19 min,28 October 2019,PG
382,tt11152058,Drama,8.4/10,China,Chinese,,23 October 2019,"
 See all certifications »
            "
383,tt8526872,Biography,7.3/10,USA,English,118 min,11 October 2019,15
384,tt9257484,Drama,4.6/10,USA,English,85 min,25 October 2019,15
385,tt7220118,Drama,4.9/10,Canada,English,,6 December 2019,"
 See all certifications »
            "
386,tt10554898,Action,8.9/10,China,Chinese,,27 June 2019,"
 See all certifications »
            "
387,tt3176134,Crime,6.6/10,Turkey,Turkish,106 min,7 March 2014,
388,tt8755226,Action,6.7/10,USA,English,,24 October 2019,15
389,tt9113332,Horror,5.2/10,Singapore,Malay,92 min,29 August 2019,"
 See all certifications »
            "
390,tt10971520,Comedy,5.8/10,USA,English,66 min,22 October 2019,15
391,tt6820184,Comedy,3.8/10,Belgium,French,88 min,7 March 2018,"
 See all certifications »
            "
392,tt5294518,Horror,5.7/10,USA,English,98 min,18 October 2019,15
393,tt7245978,Animation,,USA,English,,22 April 2017,
394,tt5913798,Drama,4/10,USA,English,95 min,18 October 2019,15
395,tt5865326,Comedy,6.3/10,USA,English,95 min,27 September 2019,15
396,tt10915286,Documentary,7.6/10,UK,English,85 min,18 October 2019,15
397,tt8880894,Comedy,7.2/10,USA,English,,18 October 2019,15
398,tt8844480,Comedy,5.5/10,Nigeria,English,,17 August 2018,"
 See all certifications »
            "
399,tt10499474,Adventure,5.2/10,South Africa,English,87 min,6 October 2017,"
 See all certifications »
            "
400,tt8631800,Drama,6.1/10,Nigeria,English,99 min,8 November 2019,"
 See all certifications »
            "
401,tt7493184,Fantasy,4.8/10,Nigeria,English,107 min,March 2018,
402,tt5305246,Drama,6/10,Nigeria,English,118 min,6 July 2017,12A
403,tt9671828,Documentary,5.5/10,USA,English,21 min,16 October 2019,15
404,tt10892530,Comedy,5.9/10,South Korea,Korean,108 min,21 August 2019,
405,tt8022978,Action,6.8/10,USA,English,,2 March 2019,PG
406,tt5428494,Documentary,7.3/10,USA,English,,2 March 2015,
407,tt9657914,Documentary,7.8/10,Canada,English,90 min,11 November 2019,
408,tt10919902,Drama,6.7/10,South Korea,Korean,,12 October 2019,15
409,tt4008566,Horror,4.5/10,Spain,Spanish,99 min,11 October 2019,18
410,tt9243946,Action,7.4/10,USA,English,122 min,11 October 2019,15
411,tt9278032,Music,7.6/10,USA,English,,9 October 2019,"
 See all certifications »
            "
412,tt11043632,Animation,8/10,Japan,Japanese,,13 March 2020,15
413,tt0117438,Action,6.6/10,USA,English,121 min,7 February 1997,15
414,tt4687108,Drama,5.4/10,Canada,English,101 min,4 October 2019,15
415,tt7826108,Drama,7.2/10,USA,English,,4 October 2019,12
416,tt7904606,Documentary,7.9/10,USA,English,75 min,6 January 2018,"
 See all certifications »
            "
417,tt1620719,Action,6.2/10,India,Hindi,75 min,10 September 2010,15
418,tt6613878,Sci-Fi,6.7/10,Canada,English,105 min,24 April 2019,PG
419,tt6472976,Drama,7.2/10,USA,English,116 min,22 March 2019,12A
420,tt0072919,Drama,6.2/10,Poland,Polish,130 min,3 June 1975,X
421,tt0089574,Horror,6.6/10,Poland,Polish,98 min,14 October 1985,"
 See all certifications »
            "
422,tt6084030,Documentary,6.9/10,India,English,57 min,2017,
423,tt0096740,Biography,7.2/10,Denmark,Polish,57 min,30 October 1989,"
 See all certifications »
            "
424,tt8610996,Comedy,4.3/10,Netherlands,Dutch,88 min,6 December 2018,"
 See all certifications »
            "
425,tt0075454,Drama,7.3/10,Poland,Polish,94 min,27 November 1975,"
 See all certifications »
            "
426,tt0103150,Comedy,7.2/10,Poland,Polish,92 min,15 October 1990,15
427,tt4741110,Comedy,7.4/10,South Korea,Korean,,4 January 2016,"
 See all certifications »
            "
428,tt5966882,Drama,7.8/10,South Korea,Korean,,23 September 2016,"
 See all certifications »
            "
429,tt6516076,Drama,8.2/10,South Korea,Korean,,7 April 2017,"
 See all certifications »
            "
430,tt8809646,Comedy,9.1/10,India,Hindi,,7 August 2018,"
 See all certifications »
            "
431,tt6356086,Fantasy,8.4/10,South Korea,Korean,,25 March 2017,"
 See all certifications »
            "
432,tt6422226,Music,6.9/10,South Korea,Korean,,20 March 2017,
433,tt8502324,Comedy,7/10,India,Hindi,,1 June 2018,"
 See all certifications »
            "
434,tt6897680,Comedy,6.6/10,India,,,13 October 2017,"
 See all certifications »
            "
435,tt9401936,Comedy,8.4/10,India,Hindi,,8 December 2018,"
 See all certifications »
            "
436,tt8993614,Animation,6/10,Japan,Japanese,,5 October 2018,"
 See all certifications »
            "
437,tt9402026,Animation,8.3/10,Japan,Japanese,,3 October 2018,"
 See all certifications »
            "
438,tt8069036,Action,7/10,India,Hindi,,27 September 2019,15
439,tt1059934,,,,,,27 September 2019,15
440,tt9184970,Crime,7.6/10,Germany,,,27 September 2019,15
441,tt7871636,Comedy,4.6/10,Turkey,Turkish,,12 January 2018,PG
442,tt8064380,Comedy,,USA,English,,28 November 2017,
443,tt10305616,Action,5.9/10,India,Hindi,153 min,5 July 2019,"
 See all certifications »
            "
444,tt5776858,Drama,7.5/10,USA,English,130 min,2 February 2018,15
445,tt10076106,Comedy,4.9/10,India,Telugu,155 min,9 August 2019,12A
446,tt1935782,Drama,6.9/10,India,Hindi,155 min,12 December 2016,
447,tt8329618,Drama,5.6/10,Nigeria,Yoruba,169 min,26 October 2018,15
448,tt10837476,Documentary,8/10,USA,English,,20 September 2019,12
449,tt9398640,Comedy,6.1/10,USA,English,82 min,20 September 2019,15
450,tt10927572,Animation,6.9/10,USA,English,22 min,20 September 2019,U
451,tt9486226,Drama,6.9/10,Spain,Catalan,,29 April 2019,15
452,tt8748256,Adventure,5.9/10,Turkey,Turkish,116 min,19 October 2018,12A
453,tt8983202,Crime,7.1/10,India,Hindi,173 min,21 June 2019,15
454,tt10826064,Comedy,8/10,South Korea,Korean,,18 September 2019,12
455,tt8891990,Animation,6.8/10,,English,,1 September 2018,"
 See all certifications »
            "
456,tt8914012,Animation,7.5/10,USA,English,,2019,"
 See all certifications »
            "
457,tt6494358,Documentary,7.4/10,USA,English,123 min,17 September 2019,"
 See all certifications »
            "
458,tt9527662,Animation,6.1/10,Japan,English,,23 December 2018,"
 See all certifications »
            "
459,tt10847138,Documentary,4.1/10,USA,English,64 min,13 September 2019,15
460,tt10875696,Horror,7.5/10,France,French,,13 September 2019,15
461,tt8655736,Drama,8/10,Mexico,,,13 September 2019,"
 See all certifications »
            "
462,tt6628322,Sci-Fi,4.3/10,China,Mandarin,107 min,13 September 2019,12
463,tt9252508,Comedy,5.2/10,USA,English,101 min,13 September 2019,PG
464,tt7827944,Comedy,4.4/10,Nigeria,English,98 min,26 December 2017,PG
465,tt9067020,Adventure,4.5/10,USA,English,,12 September 2019,15
466,tt8682738,Comedy,7.9/10,USA,Spanish,,6 February 2019,"
 See all certifications »
            "
467,tt7936336,Animation,6.2/10,Canada,English,,1 January 2018,
468,tt10847306,Comedy,8.2/10,USA,English,67 min,10 September 2019,15
469,tt10095336,Documentary,6.8/10,UK,English,92 min,10 September 2019,15
470,tt7978912,Crime,6.8/10,UK,English,,25 July 2018,"
 See all certifications »
            "
471,tt8435308,Biography,6.2/10,Norway,Norwegian,,18 October 2019,12
472,tt8266310,Comedy,6.9/10,UK,English,118 min,9 August 2019,12A
473,tt8490894,Comedy,7.9/10,India,Telugu,122 min,29 June 2018,"
 See all certifications »
            "
474,tt6300100,Comedy,7.1/10,South Korea,Korean,,17 April 2017,"
 See all certifications »
            "
475,tt5580778,Drama,7/10,Pakistan,Urdu,137 min,2016,
476,tt7736678,Short,,USA,English,5 min,5 December 2017,
477,tt5036924,Mystery,6.1/10,Nigeria,English,105 min,4 May 2016,"
 See all certifications »
            "
478,tt9378320,Thriller,5.1/10,India,Tamil,95 min,12 April 2019,"
 See all certifications »
            "
479,tt2198109,Comedy,5.9/10,Nigeria,English,110 min,10 November 2012,PG
480,tt10715194,Comedy,5.3/10,France,French,83 min,30 August 2019,15
481,tt5203748,Crime,7/10,Belgium,Turkish,,18 March 2018,"
 See all certifications »
            "
482,tt9185110,Crime,5.3/10,UK,English,,25 October 2018,12
483,tt6905542,Adventure,8.5/10,UK,English,,30 August 2019,PG
484,tt9860728,Comedy,5.6/10,USA,English,98 min,29 August 2019,PG
485,tt9213932,Biography,6.2/10,Brazil,Portuguese,110 min,29 August 2019,12
486,tt4533838,Comedy,6.2/10,Hong Kong,Cantonese,103 min,2 April 2015,"
 See all certifications »
            "
487,tt10324144,Crime,8.2/10,India,Hindi,130 min,28 June 2019,15
488,tt8852408,Comedy,5.1/10,India,Punjabi,130 min,1 February 2019,"
 See all certifications »
            "
489,tt10346206,Music,7.7/10,China,Mandarin,112 min,24 May 2019,"
 See all certifications »
            "
490,tt9145880,Comedy,7.5/10,South Korea,Korean,,2019,15
491,tt8852242,Comedy,6.3/10,India,Punjabi,135 min,23 November 2018,PG
492,tt7798984,Crime,7.5/10,India,Marathi,117 min,5 April 2019,
493,tt8911552,Reality-TV,8.1/10,USA,English,,21 August 2019,12
494,tt9351980,Documentary,7.4/10,USA,English,110 min,21 August 2019,12
495,tt5859238,Comedy,7.3/10,USA,English,88 min,14 September 2018,15
496,tt8500086,Action,7.1/10,Spain,Spanish,,10 October 2018,15
497,tt8976710,Comedy,4.4/10,USA,English,97 min,16 August 2019,12
498,tt8987918,Drama,7.3/10,Spain,Spanish,,18 March 2019,15
499,tt6739094,Animation,7.5/10,South Korea,English,71 min,16 August 2019,PG
500,tt10736726,Animation,6.6/10,China,Mandarin,,16 August 2019,"
 See all certifications »
            "
501,tt10553838,Mystery,6.6/10,USA,English,,9 July 2019,15
502,tt5066664,Animation,6.8/10,USA,English,,15 August 2019,15
503,tt8031422,Action,3.5/10,USA,English,86 min,20 August 2018,15
504,tt6032328,Crime,6.2/10,USA,English,91 min,15 March 2019,
505,tt7051624,Comedy,5.6/10,UK,English,95 min,8 July 2019,15
506,tt6604050,Documentary,6.8/10,USA,English,90 min,16 August 2019,U
507,tt9271408,Drama,8.1/10,India,Malayalam,125 min,3 May 2019,12A
508,tt9628244,Animation,7/10,USA,English,,17 March 2019,"
 See all certifications »
            "
509,tt6251024,Action,6/10,USA,English,92 min,19 June 2018,15
510,tt10313336,Comedy,7.7/10,USA,English,,22 May 2019,
511,tt8165086,Crime,6.6/10,Brazil,Portuguese,,9 August 2019,15
512,tt8268916,Comedy,3.3/10,India,Tamil,120 min,1 March 2019,15
513,tt6172460,Animation,7/10,USA,English,45 min,9 August 2019,PG
514,tt10477528,Biography,7.9/10,Japan,Japanese,,8 August 2019,18
515,tt10370956,Game-Show,5.9/10,USA,English,,14 June 2019,PG
516,tt8652642,Action,6.4/10,USA,English,,8 August 2019,15
517,tt8092888,Documentary,7.1/10,USA,English,80 min,3 January 2019,"
 See all certifications »
            "
518,tt9153882,Documentary,6/10,USA,English,75 min,16 April 2019,
519,tt8130968,Crime,7.9/10,India,Hindi,118 min,8 March 2019,12A
520,tt6295304,Comedy,7.3/10,USA,English,63 min,1 October 2016,"
 See all certifications »
            "
521,tt8819596,Documentary,7.1/10,USA,English,105 min,29 March 2019,"
 See all certifications »
            "
522,tt4180560,Comedy,6/10,UK,English,100 min,2 August 2019,15
523,tt0248185,Action,6.7/10,India,Hindi,154 min,27 October 2000,12
524,tt0374887,Comedy,8.1/10,India,Hindi,156 min,19 December 2003,PG
525,tt0437407,Drama,7.2/10,India,Hindi,130 min,10 June 2005,12A
526,tt0102636,Action,7.9/10,India,Hindi,154 min,3 November 1989,18
527,tt0109010,Romance,7.2/10,India,Hindi,154 min,15 July 1994,12
528,tt8823330,Animation,5.7/10,India,Hindi,154 min,2015,
529,tt0459605,Action,6.1/10,India,Hindi,105 min,16 February 2007,12A
530,tt0189633,Drama,6.5/10,India,Hindi,145 min,17 July 1998,U
531,tt0315642,Action,7.1/10,India,Hindi,103 min,8 January 2016,12A
532,tt6615648,Mystery,7.9/10,India,Telugu,180 min,7 September 2018,"
 See all certifications »
            "
533,tt0349333,Horror,6.3/10,India,Hindi,121 min,25 July 2003,15
534,tt0352314,Crime,7.6/10,India,Hindi,120 min,2 January 2019,15
535,tt1187043,Comedy,8.4/10,India,Hindi,170 min,24 December 2009,12A
536,tt10121762,Action,7.2/10,India,Tamil,119 min,5 April 2019,"
 See all certifications »
            "
537,tt9095526,Drama,6.7/10,France,French,96 min,22 November 2019,15
538,tt8009622,Animation,6.6/10,USA,,,29 July 2019,PG
539,tt7895824,Short,8.1/10,USA,English,3 min,4 February 2018,
540,tt7773766,Drama,8.6/10,Brazil,Portuguese,65 min,24 January 2019,
541,tt8369840,Adventure,4.9/10,USA,English,,25 July 2019,15
542,tt4555426,Biography,7.4/10,UK,English,125 min,12 January 2018,PG
543,tt9358204,Documentary,7/10,USA,English,114 min,24 July 2019,15
544,tt9557812,Animation,6.8/10,USA,English,,5 January 2019,
545,tt8451638,Drama,6.4/10,UK,English,,23 June 2019,12
546,tt6608132,Comedy,6.1/10,Hong Kong,Cantonese,97 min,15 June 2017,"
 See all certifications »
            "
547,tt6315750,Comedy,6.4/10,Hong Kong,Mandarin,97 min,10 February 2017,PG
548,tt6899800,Comedy,4.1/10,Hong Kong,Cantonese,97 min,24 November 2016,"
 See all certifications »
            "
549,tt0934949,Action,5.3/10,Hong Kong,Cantonese,97 min,15 February 2007,"
 See all certifications »
            "
550,tt6908976,Animation,4.5/10,Japan,Japanese,,19 July 2019,PG
551,tt9419834,Drama,4.3/10,USA,English,97 min,18 July 2019,15
552,tt10406128,Drama,8.2/10,South Korea,Korean,,17 July 2019,12
553,tt8826936,Action,6/10,India,Marathi,134 min,14 December 2018,
554,tt10449632,Drama,7.7/10,China,Chinese,,10 June 2019,"
 See all certifications »
            "
555,tt10516390,Short,5.9/10,USA,English,32 min,16 July 2019,"
 See all certifications »
            "
556,tt5879454,Animation,6.6/10,Japan,Japanese,,October 2016,12
557,tt6685074,Drama,7.2/10,India,Marathi,,7 September 2018,
558,tt2499472,Action,5.7/10,France,English,86 min,12 July 2019,15
